codigoEstacao;nomeEstacao;nivelConsistencia;valorMeo;origem_valorMeo;Latitude;Longitude;codigoRio;nomeRio;codigoBacia;nomeBacia;siglaUF;codigoMunicipio;nomeMunicipio;siglaResponsavel;siglaOperadora;statusApi;dtCadastro;dtAtualizacao
13430000;ESEC RIO ACRE;2;-99;Via Arquivo Csv;-11,051;-70,216;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2001000;ASSIS BRASIL;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-31 01:32:20
13438000;ASSIS BRASIL;2;-99;Via Arquivo Csv;-10,945;-69,564;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2001000;ASSIS BRASIL;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-11-16 02:07:07
13439000;ALDEIA DOS PATOS;2;-1;Via Arquivo Csv;-10,926;-69,923;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2001000;ASSIS BRASIL;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-31 01:32:20
13450000;ASSIS BRASIL;2;1050.6363636363637;Via Arquivo Csv;-10,944;-69,566;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2001000;ASSIS BRASIL;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-31 01:32:20
13450010;ASSIS BRASIL - CPRM;2;-99;Via Arquivo Csv;-10,944;-69,566;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2001000;ASSIS BRASIL;SGB-CPRM;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-31 01:32:20
13459000;BRASILÉIA;2;-99;Via Arquivo Csv;-11,016;-68,751;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2002000;BRASILÉIA;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13460000;BRASILÉIA (Ponte Internacional Wilson Pinheiro);2;-99;Via Arquivo Csv;-11,016;-68,751;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2002000;BRASILÉIA;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13470000;BRASILÉIA;2;-99;Via Arquivo Csv;-11,018;-68,745;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2002000;BRASILÉIA;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13470010;BRASILÉIA - CPRM;2;-99;Via Arquivo Csv;-11,018;-68,745;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2002000;BRASILÉIA;SGB-CPRM;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13568000;CAPIXABA (Colocação São José);2;-99;Via Arquivo Csv;-10,389;-67,935;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2002800;CAPIXABA;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12500000;CRUZEIRO DO SUL;2;-99;Via Arquivo Csv;-7,633;-72,66;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2003000;CRUZEIRO DO SUL;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12500002;CRUZEIRO DO SUL;2;-99;Via Arquivo Csv;-7,633;-72,662;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2003000;CRUZEIRO DO SUL;ANA;ANA;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12500003;CRUZEIRO DO SUL - AUXILIAR;2;-99;Via Arquivo Csv;-7,633;-72,662;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2003000;CRUZEIRO DO SUL;DNIT;DNIT;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12500004;CRUZEIRO DO SUL;2;-99;Via Arquivo Csv;-7,633;-72,662;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2003000;CRUZEIRO DO SUL;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12500900;COMUNIDADE GUARANI;2;-99;Via Arquivo Csv;-7,973;-72,044;12253000;RIO LIBERDADE;1;RIO AMAZONAS;AC;2003000;CRUZEIRO DO SUL;ANA;CONSTRUFAM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13490000;EPITACIOLÂNDIA (Colônia São Bento);2;-99;Via Arquivo Csv;-10,896;-68,608;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2003400;EPITACIOLÂNDIA;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12640000;SERINGAL SANTA HELENA;2;-99;Via Arquivo Csv;-8,686;-70,551;12286000;RIO ENVIRA;1;RIO AMAZONAS;AC;2004000;FEIJÓ;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12650000;FEIJÓ;2;-99;Via Arquivo Csv;-8,164;-70,356;12286000;RIO ENVIRA;1;RIO AMAZONAS;AC;2004000;FEIJÓ;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12660000;FEIJÓ;2;-99;Via Arquivo Csv;-8,137;-70,346;12286000;RIO ENVIRA;1;RIO AMAZONAS;AC;2004000;FEIJÓ;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12670000;FEIJÓ;2;-99;Via Arquivo Csv;-7,853;-70,063;12286000;RIO ENVIRA;1;RIO AMAZONAS;AC;2004000;FEIJÓ;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12557000;JORDÃO;2;-99;Via Arquivo Csv;-9,188;-71,953;12280000;RIO TARAUACÁ;1;RIO AMAZONAS;AC;2004400;JORDÃO;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-31 01:18:49
12559000;SERINGAL SÃO LUIZ;2;-99;Via Arquivo Csv;-8,661;-71,574;12280000;RIO TARAUACÁ;1;RIO AMAZONAS;AC;2004400;JORDÃO;ANA;CONSTRUFAM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12400000;SERRA DO MOA;2;-99;Via Arquivo Csv;-7,448;-73,664;12240000;RIO MOA;1;RIO AMAZONAS;AC;2005000;MÂNCIO LIMA;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12420000;BASE SÃO SALVADOR;2;-99;Via Arquivo Csv;-7,413;-73,191;12240000;RIO MOA;1;RIO AMAZONAS;AC;2005000;MÂNCIO LIMA;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12430000;PONTE DO MOA;2;-99;Via Arquivo Csv;-7,622;-72,796;12240000;RIO MOA;1;RIO AMAZONAS;AC;2005000;MÂNCIO LIMA;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13180000;MANOEL URBANO;2;-99;Via Arquivo Csv;-8,889;-69,275;13300000;RIO PURUS;1;RIO AMAZONAS;AC;2006000;MANOEL URBANO;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13190000;MANOEL URBANO;2;-99;Via Arquivo Csv;-8,889;-69,276;13300000;RIO PURUS;1;RIO AMAZONAS;AC;2006000;MANOEL URBANO;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13174000;PARQUE CHANDLESS;2;-1;Via Arquivo Csv;-9,36;-69,928;13319000;RIO CHANDLESS;1;RIO AMAZONAS;AC;2006000;MANOEL URBANO;ANA;CONSTRUFAM;True;2024-10-03 22:52:20;2024-10-31 01:32:20
13175000;FAZENDA JUSSARA;2;-1;Via Arquivo Csv;-9,35;-69,917;13319000;RIO CHANDLESS;1;RIO AMAZONAS;AC;2006000;MANOEL URBANO;ANA;ANA;True;2024-10-03 22:52:20;2024-10-31 01:32:21
12360000;FOZ DO BREU;2;1225.4545454545455;Via Arquivo Csv;-9,41;-72,716;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2006200;MARECHAL THAUMATURGO;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-11-14 14:23:24
12360001;MARECHAL THAUMATURGO;2;-99;Via Arquivo Csv;-9,41;-72,716;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2006200;MARECHAL THAUMATURGO;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-31 01:32:21
12369000;MARECHAL THAUMATURGO;2;-99;Via Arquivo Csv;-8,938;-72,771;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2006200;MARECHAL THAUMATURGO;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12370000;THAUMATURGO;2;1120.5;Via Arquivo Csv;-8,946;-72,785;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2006200;MARECHAL THAUMATURGO;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-11-11 13:05:38
15323000;COLOCAÇÃO CAJUEIRO;2;-99;Via Arquivo Csv;-10,295;-67,133;15223000;RIO ABUNÃ;1;RIO AMAZONAS;AC;2007000;PLÁCIDO DE CASTRO;ANA;ANA;True;2024-10-03 22:52:20;2024-10-23 21:35:02
15324000;PLÁCIDO DE CASTRO;2;-99;Via Arquivo Csv;-10,338;-67,183;15223000;RIO ABUNÃ;1;RIO AMAZONAS;AC;2007000;PLÁCIDO DE CASTRO;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
15324300;PLÁCIDO DE CASTRO;2;-99;Via Arquivo Csv;-10,338;-67,183;15223000;RIO ABUNÃ;1;RIO AMAZONAS;AC;2007000;PLÁCIDO DE CASTRO;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13610000;PORTO ACRE;2;-99;Via Arquivo Csv;-9,591;-67,532;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2007400;PORTO ACRE;UFAC;UFAC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13610001;PORTO ACRE;2;-99;Via Arquivo Csv;-9,582;-67,528;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2007400;PORTO ACRE;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12389000;PORTO WALTER;2;-99;Via Arquivo Csv;-8,254;-72,734;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2007800;PORTO WALTER;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:02
12390000;PORTO WALTER;2;-99;Via Arquivo Csv;-8,267;-72,741;12200000;RIO JURUÁ;1;RIO AMAZONAS;AC;2007800;PORTO WALTER;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13570000;FAZENDA ITÚ;2;-99;Via Arquivo Csv;-10,267;-67,833;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2008000;RIO BRANCO;ANA;ANA;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13572000;ESPALHA (Seringal Belo Horizonte);2;-99;Via Arquivo Csv;-10,005;-68,529;13334000;RIOZINHO DA ROLA ou RIO BRANCO;1;RIO AMAZONAS;AC;2008000;RIO BRANCO;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13578000;RIO ROLA (Ramal do Barro Alto);2;-99;Via Arquivo Csv;-10,057;-67,964;13334000;RIOZINHO DA ROLA ou RIO BRANCO;1;RIO AMAZONAS;AC;2008000;RIO BRANCO;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13580000;FAZENDA SANTO AFONSO;2;-99;Via Arquivo Csv;-10,091;-67,901;13334000;RIOZINHO DA ROLA ou RIO BRANCO;1;RIO AMAZONAS;AC;2008000;RIO BRANCO;ANA;ANA;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13600000;RIO BRANCO;2;-99;Via Arquivo Csv;-9,958;-67,787;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2008000;RIO BRANCO;ANA;ANA;True;2024-10-03 22:52:20;2024-10-23 21:35:02
13600002;RIO BRANCO;2;-99;Via Arquivo Csv;-9,975;-67,801;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2008000;RIO BRANCO;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13600004;RIO BRANCO - AUXILIAR;2;-99;Via Arquivo Csv;-9,967;-67,967;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2008000;RIO BRANCO;DNIT;DNIT;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13600010;RIO BRANCO - CPRM;2;-99;Via Arquivo Csv;-9,975;-67,801;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2008000;RIO BRANCO;SGB-CPRM;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13601000;RIO BRANCO;2;-99;Via Arquivo Csv;-9,959;-67,769;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2008000;RIO BRANCO;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13178000;SANTA ROSA DO PURUS;2;-99;Via Arquivo Csv;-9,434;-70,494;13300000;RIO PURUS;1;RIO AMAZONAS;AC;2008400;SANTA ROSA DO PURUS;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-31 01:32:21
13169000;SANTA ROSA DO PURUS(Colonia Chambuiaco);2;-1;Via Arquivo Csv;-9,434;-70,494;13300000;RIO PURUS;1;RIO AMAZONAS;AC;2008400;SANTA ROSA DO PURUS;ANA;CONSTRUFAM;True;2024-10-03 22:52:20;2024-10-31 01:32:21
13169900;SANTA ROSA DO PURUS - SEDE;2;-1;Via Arquivo Csv;-9,434;-70,494;13300000;RIO PURUS;1;RIO AMAZONAS;AC;2008400;SANTA ROSA DO PURUS;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-31 01:32:21
13170000;SANTA ROSA DO PURUS;2;-1;Via Arquivo Csv;-9,431;-70,493;13300000;RIO PURUS;1;RIO AMAZONAS;AC;2008400;SANTA ROSA DO PURUS;ANA;ANA;True;2024-10-03 22:52:20;2024-10-31 01:32:21
13290000;FAZENDA REPOUSO (Rio Macauã);2;-99;Via Arquivo Csv;-9,544;-68,943;13329700;RIO MACAUÃ;1;RIO AMAZONAS;AC;2010000;SENA MADUREIRA;ANA;CONSTRUFAM;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13300000;SERINGAL SÃO JOSÉ;2;-99;Via Arquivo Csv;-9,374;-68,724;13329000;RIO IACO;1;RIO AMAZONAS;AC;2010000;SENA MADUREIRA;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13310000;SENA MADUREIRA;2;-99;Via Arquivo Csv;-9,068;-68,653;13329000;RIO IACO;1;RIO AMAZONAS;AC;2010000;SENA MADUREIRA;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13400000;BOCA DO CAFEZAL;2;-99;Via Arquivo Csv;-9,06;-68,653;13329700;RIO MACAUÃ;1;RIO AMAZONAS;AC;2010000;SENA MADUREIRA;ANA;ANA;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13400002;BOCA DO CAFEZAL (PORTOBRÁS);2;-99;Via Arquivo Csv;-9,067;-68,65;13329700;RIO MACAUÃ;1;RIO AMAZONAS;AC;2010000;SENA MADUREIRA;ANA;ANA;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13405000;SERINGAL GUARANY;2;-99;Via Arquivo Csv;-9,11;-68,993;13329800;RIO CAETÉ;1;RIO AMAZONAS;AC;2010000;SENA MADUREIRA;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13408000;SENA MADUREIRA;2;-99;Via Arquivo Csv;-9,054;-68,638;13329000;RIO IACO;1;RIO AMAZONAS;AC;2010000;SENA MADUREIRA;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13770000;IQUIRI;2;-99;Via Arquivo Csv;-10,079;-67,544;13350000;RIO ITUXI (OU IQUIRI);1;RIO AMAZONAS;AC;2009000;SENADOR GUIOMARD;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:03
12560000;SERINGAL SÃO LUIZ;2;-99;Via Arquivo Csv;-8,618;-71,552;12280000;RIO TARAUACÁ;1;RIO AMAZONAS;AC;2011000;TARAUACÁ;ANA;ANA;True;2024-10-03 22:52:20;2024-10-23 21:35:03
12561000;TARAUACÁ;2;-99;Via Arquivo Csv;-8,618;-71,552;12280000;RIO TARAUACÁ;1;RIO AMAZONAS;AC;2011000;TARAUACÁ;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:03
12590000;PONTE DE TARAUACÁ;2;-99;Via Arquivo Csv;-8,152;-70,746;12280000;RIO TARAUACÁ;1;RIO AMAZONAS;AC;2011000;TARAUACÁ;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:03
12600001;TARAUACÁ - JUSANTE;2;-99;Via Arquivo Csv;-8,146;-70,715;12280000;RIO TARAUACÁ;1;RIO AMAZONAS;AC;2011000;TARAUACÁ;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:03
12600002;TARAUACÁ;2;-99;Via Arquivo Csv;-8,146;-70,715;12280000;RIO TARAUACÁ;1;RIO AMAZONAS;AC;2011000;TARAUACÁ;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:03
12630000;SERINGAL MUCURIPE;2;-99;Via Arquivo Csv;-8,753;-71,066;12282000;RIO MURU;1;RIO AMAZONAS;AC;2011000;TARAUACÁ;ANA;CONSTRUFAM;True;2024-10-03 22:52:20;2024-10-23 21:35:03
12510000;SERINGAL BOM FUTURO;2;-99;Via Arquivo Csv;-7,849;-72,055;12253000;RIO LIBERDADE;1;RIO AMAZONAS;AC;2011000;TARAUACÁ;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:03
12510500;PONTE DO RIO LIBERDADE;2;-99;Via Arquivo Csv;-7,799;-72,021;12253000;RIO LIBERDADE;1;RIO AMAZONAS;AC;2011000;TARAUACÁ;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:03
12530000;FAZENDA PARANACRE;2;-99;Via Arquivo Csv;-7,951;-71,482;12266000;RIO GREGÓRIO;1;RIO AMAZONAS;AC;2011000;TARAUACÁ;ANA;ÁGUA E SOLO;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13540000;COLÔNIA DOLORES (XAPURI);2;-99;Via Arquivo Csv;-10,561;-68,705;13333200;RIO XAPURI;1;RIO AMAZONAS;AC;2012000;XAPURI;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13550000;XAPURI;2;-99;Via Arquivo Csv;-10,651;-68,508;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2012000;XAPURI;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13550001;XAPURI;2;-99;Via Arquivo Csv;-10,651;-68,506;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2012000;XAPURI;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13551000;XAPURI - PCD;2;-99;Via Arquivo Csv;-10,65;-68,506;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2012000;XAPURI;SEMA-AC;SEMA-AC;True;2024-10-03 22:52:20;2024-10-23 21:35:03
13560000;FAZENDA PERSEVERANÇA;2;-99;Via Arquivo Csv;-10,638;-68,425;13330000;RIO ACRE;1;RIO AMAZONAS;AC;2012000;XAPURI;ANA;ANA;True;2024-10-03 22:52:20;2024-10-23 21:35:03
39571100;COLONIA LEOPOLDINA;2;-2;Via Arquivo Csv;-8,912;-35,76;39742000;RIO JACUÍPE;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13021000;COLÔNIA LEOPOLDINA;CPRH-PE;CPRH-PE;True;2024-10-03 22:52:20;2024-10-16 12:46:21
39580000;JACUÍPE;2;612.0;Via Arquivo Csv;-8,841;-35,447;39742000;RIO JACUÍPE;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13035000;JACUÍPE;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-16 12:48:06
39580001;JACUIPE;2;-2;Via Arquivo Csv;-8,842;-35,448;39742000;RIO JACUÍPE;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13035000;JACUÍPE;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 12:49:37
39610000;MARAGOGI;2;-2;Via Arquivo Csv;-9,009;-35,232;39751500;RIO MARAGOGI;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13045000;MARAGOGI;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 12:50:19
39620000;PORTO CALVO;2;485.2;Via Arquivo Csv;-9,048;-35,407;39753500;RIO MANGUABA;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13073000;PORTO CALVO;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-16 12:52:07
39620001;PORTO CALVO;2;-2;Via Arquivo Csv;-9,048;-35,407;39753500;RIO MANGUABA;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13073000;PORTO CALVO;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 12:52:46
39622000;PORTO CALVO;2;-2;Via Arquivo Csv;-9,011;-35,435;39753500;RIO MANGUABA;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13073000;PORTO CALVO;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 12:53:25
39630000;JOAQUIM GOMES;2;-2;Via Arquivo Csv;-9,109;-35,699;39755000;RIO CAMARAGIBE;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13038000;JOAQUIM GOMES;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 12:54:18
39640000;MATRIZ DE CAMARAGIBE;2;704.0;Via Arquivo Csv;-9,13;-35,548;39755000;RIO CAMARAGIBE;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13051000;MATRIZ DE CAMARAGIBE;ANA;ANA;True;2024-10-03 22:52:20;2024-10-16 12:54:54
39650000;MATRIZ DE CAMARAGIBE  II;2;612.8333333333334;Via Arquivo Csv;-9,159;-35,54;39755000;RIO CAMARAGIBE;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13051000;MATRIZ DE CAMARAGIBE;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-16 12:55:36
39650001;MATRIZ DE CAMARAGIBE;2;-2;Via Arquivo Csv;-9,159;-35,54;39755000;RIO CAMARAGIBE;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13051000;MATRIZ DE CAMARAGIBE;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 12:56:15
39650010;MATRIZ DE CAMARAGIBE;2;-2;Via Arquivo Csv;-9,159;-35,54;39755000;RIO CAMARAGIBE;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13051000;MATRIZ DE CAMARAGIBE;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 12:57:59
39650700;FLEXEIRAS;2;-2;Via Arquivo Csv;-9,284;-35,693;39740100;RIO JIRITUBA;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13028000;FLEXEIRAS;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 12:58:40
39651000;BARRA DE SANTO ANTÔNIO ;2;-2;Via Arquivo Csv;-9,359;-35,581;39740100;RIO JIRITUBA;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13005000;BARRA DE SANTO ANTÔNIO;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 13:00:23
39651300;SÃO LUIS DO QUITUNDE;2;-2;Via Arquivo Csv;-9,333;-35,552;39740500;RIO SANTO ANTÔNIO;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13085000;SÃO LUÍS DO QUITUNDE;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 13:01:00
39651310;SÃO LUÍS DO QUITUNDE;2;-2;Via Arquivo Csv;-9,309;-35,562;39740500;RIO SANTO ANTÔNIO;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13085000;SÃO LUÍS DO QUITUNDE;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 13:01:43
39651500;SÃO LUÍS DO QUITUNDE ;2;-2;Via Arquivo Csv;-9,245;-35,585;39740500;RIO SANTO ANTÔNIO;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13085000;SÃO LUÍS DO QUITUNDE;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 13:02:33
39652000;MACEIÓ;2;-2;Via Arquivo Csv;-9,409;-35,746;39761000;RIO MEIRIM;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13043000;MACEIÓ;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 13:03:01
39652010;MACEIÓ - MEIRIM;2;-2;Via Arquivo Csv;-9,444;-35,731;39761000;RIO MEIRIM;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13043000;MACEIÓ;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 13:03:39
39653000;MACEIÓ;2;-2;Via Arquivo Csv;-9,529;-35,69;39761500;RIO PRATAJI;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13043000;MACEIÓ;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 13:04:35
39700000;SANTANA DO MUNDAÚ;2;514.5;Via Arquivo Csv;-9,168;-36,218;39762000;RIO MUNDAÚ;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13081000;SANTANA DO MUNDAÚ;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-16 13:05:45
39720000;SÃO JOSÉ DA LAJE;2;360.6;Via Arquivo Csv;-9,004;-36,051;39762300;RIO CANHOTO;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13083000;SÃO JOSÉ DA LAJE;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-16 13:06:17
39740000;UNIÃO DOS PALMARES;2;611.0;Via Arquivo Csv;-9,154;-36,036;39762000;RIO MUNDAÚ;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13093000;UNIÃO DOS PALMARES;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-16 13:06:51
39740010;UNIÃO DOS PALMARES;2;-2;Via Arquivo Csv;-9,155;-36,036;39762000;RIO MUNDAÚ;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13093000;UNIÃO DOS PALMARES;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 13:07:37
39741000;UNIÃO DOS PALMARES;2;-2;Via Arquivo Csv;-9,186;-36,043;39762000;RIO MUNDAÚ;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13093000;UNIÃO DOS PALMARES;SEMARH-AL;SEMARH-AL;True;2024-10-03 22:52:20;2024-10-16 13:08:03
39745000;USINA LAGINHA;2;-1;Via Arquivo Csv;-9,183;-36,044;39762000;RIO MUNDAÚ;3;ATLÂNTICO,TRECHO NORTE/NORDESTE;AL;13093000;UNIÃO DOS PALMARES;ANA;SGB-CPRM;True;2024-10-03 22:52:20;2024-10-16 13:09:48
